location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),24 X 7 Security,Children's play area,Club House,Full Power Backup,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Gymnasium,School,locality_score,project_score,builder_experience,Intercom,Rain Water Harvesting,Car Parking,Vaastu Compliant,Indoor Games,Multipurpose Room,Staff Quarter,Golf Course,Cafeteria,Maintenance Staff,ATM,Shopping Mall,Hospital
Govindpuram,1600,4851000,INR,,1,0,"It’s a 4 bhk villa situated in Govindpuram, Ghaziabad. It has a built-up area of 1600 sqft and is priced at Rs. 48.51 lac . It is a semi-furnished property. Its main door is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1600,4800000,INR,,1,0,"It has a salable area of 1600 sqft and is available at a price of Rs. 3,000 per sqft. The house is semi-furnished. It is facing west direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1280,4231000,INR,,1,0,"It has a salable area of 1280 sqft and is available at a price of Rs. 3,305 per sqft. It is facing northeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1280,4175000,INR,,1,0,"A spacious 3 bhk villa is available for sale in Govindpuram, Ghaziabad. It has a built-up area of 1280 sqft and is priced at Rs. 41.75 lac . It is a semi-furnished property. It is west facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1600,4850000,INR,,1,0,"A 3 bhk property is available for sale in Govindpuram, Ghaziabad. It has a salable area of 1600 sqft and is available at a price of Rs. 3,031 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,1120,6510000,INR,,1,0,"It’s a 3 bhk villa situated in Prithvi Associates Noida Greens, Chhapraula. It has a built-up area of 1120 sqft and is priced at Rs. 65.10 lac . The house is semi-furnished. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,,,,
Raj Nagar Extension,2875,18000016,INR,0,1,0,"It’s a 4 bhk villa situated in Raj Nagar Extension, Ghaziabad. It has a built-up area of 2875 sqft and is priced at Rs. 1.80 cr . It is an unfurnished property. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",1,,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,891,3500000,INR,,1,0,"A 3 bhk property is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has a salable area of 891 sqft and is available at a price of Rs. 3,928 per sqft. It is a semi-furnished property. It is northwest facing property. It is made in way to provide a comfortable living. Please contact for more details. ",1,northwest,0,0,0,0,0,0,1,0,0,0,0,0,1.0,,,,,,,,,,,,,,,,
Chhapraula,1230,7026000,INR,,1,0,"A 3 bhk property is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has a salable area of 1230 sqft and is available at a price of Rs. 5,712 per sqft. It is a semi-furnished property. It is northeast facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,1.0,,,,,,,,,,,,
Raj Nagar Extension,2875,18600001,INR,0,1,0,"A 4 bhk property is available for sale in Raj Nagar Extension, Ghaziabad. It has a built-up area of 2875 sqft and is priced at Rs. 1.86 cr . The house is unfurnished. Its main door is facing northeast direction. This residential complex is under-construction as of now. . It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,2875,18500000,INR,0,1,0,"It’s a 4 bhk villa situated in Raj Nagar Extension. It has a salable area of 2875 sqft and is available at a price of Rs. 6,434 per sqft. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,534,1990000,INR,,1,0,"Well designed 2 bhk villa is available at a prime location in Prithvi Associates Noida Greens. It has a salable area of 534 sqft and is available at a price of Rs. 3,726 per sqft. The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,,,,
Chhapraula,520,2560000,INR,,1,0,"It’s a 2 bhk villa situated in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has a built-up area of 520 sqft and is priced at Rs. 25.60 lac . The house is semi-furnished. It has 1 refrigerator, 1 sofa, 1 washing machine and 1 dining table. It also has 1 gas connection and 1 ac. Its main door is facing south direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,south,0,0,0,0,1,0,0,0,0,0,0,1,1.0,,,,,,,,,,,,,,,,
Chhapraula,450,2020000,INR,,1,0,"It has a salable area of 450 sqft and is available at a price of Rs. 4,488 per sqft. It is a semi-furnished property. It has 1 refrigerator, 1 sofa, 1 washing machine and 1 microwave. It also has 1 dining table and 1 gas connection. Its main door is facing west direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,west,0,0,0,0,1,0,0,0,0,0,0,1,1.0,,,,,,,,,,,,,,,,
Chhapraula,440,2000000,INR,,1,0,"A spacious 2 bhk villa is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has a salable area of 440 sqft and is available at a price of Rs. 4,545 per sqft. The house is semi-furnished. Furnishings include 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection and 1 ac. Its main door is facing south direction. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. Please contact for more details. ",1,south,0,0,0,0,1,0,0,0,0,0,0,1,1.0,,,,,,,,,,,,,,,,
Chhapraula,445,1950000,INR,,1,0,"It’s a 2 bhk villa situated in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It is a semi-furnished property. It has 1 tv, 1 sofa, 1 washing machine and 1 gas connection. It also has 1 ac. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1,south,0,0,0,0,1,0,0,0,0,0,0,1,1.0,,,,,,,,,,,,,,,,
Chhapraula,446,1970000,INR,,1,0,"A 2 bhk property is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has an area of 446 sqft with a carpet area of 400 sqft . The property is available at a price of Rs. 19.70 lac . It has 1 refrigerator, 1 sofa, 1 microwave and 1 dining table. It also has 1 gas connection and 1 ac. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,0,0,0,1,0,0,0,0,0,0,1,1.0,,,,1.0,,,,,,,,,,,,
Chhapraula,436,1820000,INR,,1,0,"It is a semi-furnished property. Furnishings include 1 tv, 1 sofa, 1 microwave, 1 dining table and 1 bed. Its main door is facing northeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,northeast,0,0,1,0,1,0,0,0,0,0,0,1,1.0,,,,,,,,,,,,,,,,
Ghukna,2200,20000000,INR,,1,0,"It is a semi-furnished property. It is northeast facing property. It is an under-construction property and is expected to get completed by 31/12/2023. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,northeast,0,0,1,0,1,1,1,1,1,0,0,1,,,,,1.0,,,,,,,,,,,,
Ghukna,2000,19000000,INR,,1,0,"A 4 bhk property is available for sale in ASM Management Consultants Palm Drive, Ghukna, Ghaziabad. It has an area of 2000 sqft with a carpet area of 1900 sqft . The property is available at a price of Rs. 1.90 cr . The house is furnished. It is northeast facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,northeast,1,0,1,0,1,1,1,1,1,0,0,1,,,,,1.0,,,,,,,,,,,,
Lal Kuan,1100,3500000,INR,1,1,0,"A spacious 3 bhk villa is available for sale in Property Vision Promotors And Developers Mansarovar Park Lalkua, Lal Kuan, Ghaziabad. It has a salable area of 1100 sqft and is available at a price of Rs. 3,181 per sqft. It is an unfurnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ",1,,0,4,0,0,0,0,0,0,0,0,0,0,,7.4,,123.0,,,,,,,,,,,,,
Chhapraula,1025,5890000,INR,,1,0,It has a built-up area of 1025 sqft and is priced at Rs. 58.90 lac . The house is semi-furnished. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ,1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,1.0,,,,,,,,,,,,
Raj Nagar Extension,2700,15000000,INR,0,1,0,"Looking for a good 4 BHK Villa in Raj Nagar Extension, Ghaziabad? This property is in one of Ghaziabad's most popular locations. This Villa is available for Rs 1.5 Cr. This modern unit has a built-up area of 2700 Square feet. There are 4 bedrooms and 4 bathroom. It is very close to some of city's best hospitals, such as, Vardan Netra Chikitsalaya, Apex Healthcare And Research Centre, and Metropolis Path Lab. Established schools, such as Little Steps Play School, SILVER PEARL PLAY SCHOOL - RAJ NAGAR, and Paramount Kidzone are also close-by",1,,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Niti Khand,1300,25000000,INR,1,0,0,"This spacious 3 bhk villa is available for sale and is located in the heart of Niti Khand. It has a salable area of 1300 sqft and is available at a price of Rs. 19,230 per sqft. It is facing east direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,1,0,0,0,1,1,1,0,0,0,,9.3,,,1.0,,,,,,,,,,,,
Shakti Khand,1500,20500000,INR,1,1,0,It has an area of 1500 sqft . The property is available at a price of Rs. 2.05 cr . It is a semi-furnished property. It is facing northeast direction. It is made in way to provide a comfortable living. Contact us for more details. ,1,northeast,0,0,1,0,0,0,1,0,0,0,0,0,,9.3,,,,,,,,,,,,,,,
Raj Nagar Extension,2875,18000090,INR,0,1,0,It has an area of 2875 sqft . The property is available at a price of Rs. 1.80 cr . The house is unfurnished. It is an under-construction property . It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ,1,northeast,0,0,1,0,1,1,1,1,1,0,0,1,,,,,1.0,,,,,,,,,,,,
Vaishali,1700,16200000,INR,1,0,0,Well designed 3 bhk villa is available at a prime location in Vaishali. It has a built-up area of 1700 sqft and is priced at Rs. 1.62 cr . It is a semi-furnished property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ,1,northeast,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,3450,18750000,INR,0,1,0,"A spacious 4 bhk villa is available for sale in Sangwan Group Heights, Raj Nagar Extension, Ghaziabad. It has an area of 3450 sqft . The property is available at a price of Rs. 1.88 cr . The house is unfurnished. It is northeast facing property. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,northeast,0,0,1,1,1,1,1,1,1,1,1,1,,,7.7,2022.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,
Raj Nagar Extension,3450,18750009,INR,0,1,0,This spacious 4 bhk villa is available for sale and is located in the heart of Raj Nagar Extension. It is an unfurnished property. It has power backup as well as gymnasium. The project also has lift available and club house. Its main door is facing northeast direction. It is an under-construction property . It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ,1,northeast,0,0,1,0,1,1,1,0,1,0,0,1,,,,,1.0,,,,,,,,,,,,
Vaishali,1700,16000000,INR,1,0,0,This spacious 3 bhk villa is available for sale and is located in the heart of Vaishali. It is a semi-furnished property. Its main door is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ,1,northeast,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,
Gyan Khand,960,14000000,INR,1,0,0,"A spacious 3 bhk villa is available for sale in Gyan Khand 3, Gyan Khand, Ghaziabad. It has an area of 960 sqft . The property is available at a price of Rs. 1.40 cr . It is a semi-furnished property. Its main door is facing southwest direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,southwest,0,0,0,0,0,0,1,0,0,0,0,0,,9.5,,2022.0,,,,,,,,,,,,,
Vaishali,1800,16200000,INR,1,0,0,"It’s a 3 bhk villa situated in Vaishali, Ghaziabad. It has an area of 1800 sqft . The property is available at a price of Rs. 1.62 cr . It is a semi-furnished property. It is northeast facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,2875,18000065,INR,0,1,0,"It has an area of 2875 sqft . The property is available at a price of Rs. 1.80 cr . The house is unfurnished. It is an under-construction property . It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,northeast,0,0,1,0,1,1,1,1,1,0,0,1,,,,,1.0,,,,,,,,,,,,
Raj Nagar Extension,2875,18400050,INR,0,1,0,"A 4 bhk property is available for sale in Raj Nagar Extension, Ghaziabad. The house is unfurnished. It is facing northeast direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,northeast,0,0,1,0,1,1,1,1,1,0,0,1,,,,,1.0,,,,,,,,,,,,
Raj Nagar Extension,2875,17402500,INR,0,1,0,"A spacious 4 bhk villa is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 2875 sqft . The property is available at a price of Rs. 1.74 cr . The house is unfurnished. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,2875,17400015,INR,0,1,0,It has a built-up area of 2875 sqft and is priced at Rs. 1.74 cr . It is an unfurnished property. It is an under-construction property . It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,2470,17500000,INR,0,1,0,"4 BHK Villa for sale in Ghukna, Ghaziabad - contact now, for details about the most coveted property. This 4 BHK unit is available in Ghukna and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Ghukna. The price of this Villa is Rs 1.75 Cr. The built-up area is 2470 Square feet. This spacious property has provision for a servant room. There are 4 bedrooms and 2 bathroom. The property is North-East-facing. This building is equipped with lift. It is a thoroughly secure premise with cctv facility. Other facilities include provisions for Sports Facility, Swimming Pool. This property is at a walking distance from Vardan Netra Chikitsalaya, Lifecell Multi Speciality Centre, and Geetanjali Dental Clinic. The city's best schools such as The American School, Ghaziabad, Makoons Pre-School, and Nav Gyan Jyoti Public School are near your residential property",1,northeast,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,3800,21501000,INR,0,1,0,"It’s a 4 bhk villa situated in Raj Nagar Extension, Ghaziabad. It is an unfurnished property. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dasna,1693,14700000,INR,1,1,0,"Best 5 BHK Villa for modern-day lifestyle is now available for sale. Grab this 5 BHK property for sale in one of Ghaziabad's top location, Wave City. The built-up area is 1693 Square feet. There are 5 bedrooms and 4 bathroom. It is an ideal location for young families with kids, as this property is close to ST XAVIERS HIGH SCHOOL, Primary School, Mehrauli Village, Ghaziabad, and Prathmik IVidhyalaya. Healthcare facility is also close at hand with Columbia Asia Hospital - Ghaziabad, Ayurvedic treatment for Piles, Fissure, Fistula in Ghaziabad, India, and Komal Sharma Hospital nearby",1,,0,2,0,0,0,0,0,0,0,0,0,0,,7.2,,2022.0,,,,,,,,,,,,,
Chhapraula,1488,4600000,INR,1,1,0,"A spacious 3 bhk villa is available for sale in Chhapraula, Ghaziabad. It has a built-up area of 1488 sqft and is priced at Rs. 46.00 lac . The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,1485,4550000,INR,1,1,0,"It’s a 3 bhk villa situated in Sri Sai Hertage, Chhapraula. It has a built-up area of 1485 sqft and is priced at Rs. 45.50 lac . The house is semi-furnished. It is east facing property. It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,2,0,0,1,1,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Raj Nagar Extension,1480,4570000,INR,1,1,0,"A spacious 3 bhk villa is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 1480 sqft . The property is available at a price of Rs. 45.70 lac . The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,1489,4600000,INR,1,1,0,"A spacious 3 bhk villa is available for sale in Raj Nagar Extension, Ghaziabad. It has a salable area of 1489 sqft and is available at a price of Rs. 3,089 per sqft. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,1600,3800000,INR,,1,0,"A 3 bhk property is available for sale in Shri Sai Heritage, Chhapraula, Ghaziabad. It has a built-up area of 1600 sqft and is priced at Rs. 38.00 lac . The house is furnished. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing northeast direction. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",1,northeast,1,2,1,0,1,1,1,1,1,0,0,1,,,,2022.0,1.0,,,,,,,,,,,,
Lal Kuan,1477,4500000,INR,1,1,0,"Well designed 3 bhk villa is available at a prime location in Lal Kuan. It has a built-up area of 1477 sqft and is priced at Rs. 45.00 lac . It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Dasna,2200,2800000,INR,,1,0,"Well designed 3 bhk villa is available at a prime location in Uppal Chadha Hi Tech Developers Armonia Villas. It has an area of 2200 sqft with a carpet area of 1675 sqft . The property is available at a price of Rs. 28.00 lac . It is a furnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,northeast,1,0,1,1,1,1,1,1,1,1,0,1,,7.2,,2022.0,1.0,1.0,1.0,,,,,,,,,,
Dasna,1693,14400000,INR,1,1,0,It has an area of 1693 sqft . The property is available at a price of Rs. 1.44 cr . This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ,1,,0,8,0,0,0,0,0,1,0,0,0,1,,7.2,,59.0,,,,,1.0,,,,,,,,
Kavi Nagar,4125,35000000,INR,1,0,0,"It has an area of 4125 sqft . The property is available at a price of Rs. 3.50 cr . It is northeast facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,1,1,0,1,1,0,0,1,,,,,,,,,,,,,,,,,
Kavi Nagar,8000,80000000,INR,1,0,0,"A 7 bhk property is available for sale in Kavi Nagar, Ghaziabad. It has a salable area of 8000 sqft and is available at a price of Rs. 10,000 per sqft. The house is semi-furnished. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,3000,18000000,INR,,0,0,This spacious 3 bhk villa is available for sale and is located in the heart of Govindpuram. It has an area of 3000 sqft with a carpet area of 2500 sqft . The property is available at a price of Rs. 1.80 cr . This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. Contact us for more details. ,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar,540,2500000,INR,,1,0,"A spacious 2 bhk villa is available for sale in Raj Nagar, Ghaziabad. It has a salable area of 540 sqft and is available at a price of Rs. 4,629 per sqft. The house is semi-furnished. Its main door is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chipiyana Buzurg,720,2800000,INR,,1,0,"It’s a 2 bhk villa situated in Chipiyana Buzurg, Ghaziabad. It has a salable area of 720 sqft and is available at a price of Rs. 3,888 per sqft. It is a semi-furnished property. It is east facing property. It is a 6 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1,east,0,5,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chipiyana Buzurg,937,3427000,INR,,1,0,It’s a 2 bhk villa situated in Chipiyana Buzurg. It has an area of 937 sqft with a carpet area of 900 sqft . The property is available at a price of Rs. 34.27 lac . It is a semi-furnished property. Its main door is facing east direction. It is situated in the proximity of all the important facilities. Please contact us for more details. ,1,east,0,5,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,2500,13500000,INR,,1,0,"A 4 bhk property is available for sale in LR Infrahomes Blue Moon Homes, Raj Nagar Extension, Ghaziabad. It has a salable area of 2500 sqft and is available at a price of Rs. 5,400 per sqft. It is a semi-furnished property. It is northeast facing property. It is an under-construction property and is expected to get completed by 01/12/2022. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1,northeast,0,0,1,1,1,1,1,1,1,1,0,1,1.0,,8.1,123.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0
Chhapraula,1500,5300000,INR,,1,0,"It’s a 3 bhk villa situated in Shri Sai Heritage, Chhapraula, Ghaziabad. It has an area of 1500 sqft with a carpet area of 1475 sqft . The property is available at a price of Rs. 53.00 lac . It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ",1,northeast,1,2,1,0,1,1,1,1,1,0,0,1,,,,2022.0,1.0,,,,,,,,,,,,
Chhapraula,1500,4600000,INR,,1,0,"It’s a 3 bhk villa situated in Sri Sai Hertage, Chhapraula, Ghaziabad. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing northeast direction. It is a 2 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,1,2,1,0,1,1,1,1,1,0,0,1,,,,2022.0,1.0,,,,,,,,,,,,
Lal Kuan,1485,4600000,INR,1,1,0,"A spacious 3 bhk villa is available for sale in Lal Kuan, Ghaziabad. It has a built-up area of 1485 sqft and is priced at Rs. 46.00 lac . It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Please contact for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Chhapraula,1480,4600000,INR,1,1,0,Well designed 3 bhk villa is available at a prime location in Shri Sai Heritage. It has an area of 1480 sqft . The property is available at a price of Rs. 46.00 lac . It is a semi-furnished property. It is well connected to the city areas. Please contact for more details. ,1,east,0,2,0,0,1,1,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Chhapraula,1470,4550000,INR,1,1,0,"It has a salable area of 1470 sqft and is available at a price of Rs. 3,095 per sqft. It is a semi-furnished property. It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,2,0,0,1,1,1,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Lal Kuan,1500,4600000,INR,1,1,0,"It has a built-up area of 1500 sqft and is priced at Rs. 46.00 lac . It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,1470,4600000,INR,1,1,0,The house is semi-furnished. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. ,1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,1480,4600000,INR,1,1,0,"A 3 bhk property is available for sale in Lal Kuan, Ghaziabad. It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Chhapraula,1485,4600000,INR,1,1,0,Well designed 3 bhk villa is available at a prime location in Sri Sai Hertage. It has an area of 1485 sqft . The property is available at a price of Rs. 46.00 lac . It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ,1,east,0,2,0,0,1,1,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
